id_production,id_content,title_production,genre,premiere,runtime,imdb_score,language,type,title_content,director,cast,country,date_added,release_year,rating,duration,listed_in,description,id_oscar,id_inf,id_res,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
486.0,1432.0,Stuck Apart,Drama,"January 8, 2021",96.0,6.1,Turkish,Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe","Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson, Jim Ward, Armin Shimerman, Vincent Tong, Andrew Cownden, James Arnold Taylor, David Kaye, Sylvester Stallone","Hong Kong, Canada, United States","July 9, 2021",2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.,482.0,266.0,8313.0,Chicago,2003.0,COSTUME DESIGN,Colleen Atwood,1.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
487.0,1467.0,The Minimalists: Less Is Now,Documentary,"January 1, 2021",53.0,5.9,English,TV Show,The Cook of Castamar,NA,"Michelle Jenner, Roberto Enríquez, Hugo Silva, Maxi Iglesias, María Hervás, Agnès Llobet, Paula Usero, Jean Cruz, Óscar Rabadán, Fiorella Faltoyano, Nancho Novo, Silvia Abascal, Mónica López",NA,"July 9, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.",483.0,266.0,8318.0,Chicago,2003.0,DIRECTING,Rob Marshall,0.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
489.0,1595.0,Leyla Everlasting,Comedy,"December 4, 2020",112.0,3.7,Turkish,TV Show,Virgin River,NA,"Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley",United States,"July 9, 2021",2021,TV-14,3 Seasons,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.",484.0,266.0,8332.0,Chicago,2003.0,FILM EDITING,Martin Walsh,1.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
490.0,1933.0,The Boys in the Band: Something Personal,Aftershow / Interview,"September 30, 2020",28.0,6.8,English,Movie,Back to Q82,Ahmed Siddiqui,"Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy","Kuwait, United States","July 8, 2021",2017,TV-14,104 min,"Comedies, International Movies","Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",485.0,266.0,8352.0,Chicago,2003.0,MUSIC (Original Song),Music by John Kander. Lyric by Fred Ebb,0.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
491.0,2098.0,Rising Phoenix,Documentary,"August 26, 2020",106.0,8.1,English,TV Show,Elize Matsunaga: Once Upon a Crime,NA,NA,NA,"July 8, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",486.0,266.0,8354.0,Chicago,2003.0,BEST PICTURE,Martin Richards. Producer,1.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
492.0,2693.0,LA Originals,Documentary,"April 10, 2020",92.0,7.2,English,Movie,Home Again,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",United States,"July 8, 2021",2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.",487.0,266.0,8369.0,Chicago,2003.0,SOUND,Michael Minkler. Dominick Tavella. David Lee,1.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
493.0,2110.0,John Was Trying to Contact Aliens,Documentary,"August 20, 2020",16.0,6.4,English,Movie,Midnight Sun,Scott Speer,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard, Suleka Mathew, Tiera Skovbye, Ken Tremblett, Norm Misura, Austin Obiajunwa, Nicholas Coombe",United States,"July 8, 2021",2018,PG-13,91 min,"Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.",488.0,266.0,8382.0,Chicago,2003.0,WRITING (Adapted Screenplay),Screenplay by Bill Condon,0.0,Rob Marshall,['Chicago'. 'by'. 'Bob Fosse'. 'Fred Ebb'. 'Chicago'. 'by'. 'Maurine Dallas Watkins'],['Renée Zellweger'. 'Catherine Zeta-Jones'. 'Richard Gere'. 'Queen Latifah'. 'John C. Reilly'. 'Lucy Liu'. 'Taye Diggs'. 'Colm Feore'. 'Dominic West'],Miramax Films,$45 million,45.0,$306.8 million,306.8,7.2,81.0,86.0
494.0,2609.0,Murder to Mercy: The Cyntoia Brown Story,Documentary,"April 29, 2020",97.0,6.4,English,TV Show,RESIDENT EVIL: Infinite Darkness,NA,"Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata","United States, Japan","July 8, 2021",2021,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",489.0,496.0,6513.0,Children of a Lesser God,1987.0,ACTOR IN A LEADING ROLE,William Hurt,0.0,Randa Haines,['Children of a Lesser God'. 'by Mark Medoff'],['William Hurt'. 'Marlee Matlin'. 'Piper Laurie'. 'Philip Bosco'],Paramount Pictures,$10.5 million,10.5,$37 million ( rentals ),37.0,7.2,80.0,8.0
495.0,2780.0,Crip Camp: A Disability Revolution,Documentary,"March 25, 2020",108.0,7.7,English,Movie,Rock the Kasbah,Barry Levinson,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",United States,"July 8, 2021",2015,R,106 min,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",490.0,496.0,6522.0,Children of a Lesser God,1987.0,ACTRESS IN A LEADING ROLE,Marlee Matlin,1.0,Randa Haines,['Children of a Lesser God'. 'by Mark Medoff'],['William Hurt'. 'Marlee Matlin'. 'Piper Laurie'. 'Philip Bosco'],Paramount Pictures,$10.5 million,10.5,$37 million ( rentals ),37.0,7.2,80.0,8.0
496.0,3182.0,The Irishman: In Conversation,Aftershow / Interview,"November 27, 2019",23.0,7.4,English,Movie,Awon Boyz,Tolulope Itegboje,NA,NA,"July 7, 2021",2019,TV-MA,38 min,"Documentaries, International Movies",This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.,491.0,496.0,6527.0,Children of a Lesser God,1987.0,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,0.0,Randa Haines,['Children of a Lesser God'. 'by Mark Medoff'],['William Hurt'. 'Marlee Matlin'. 'Piper Laurie'. 'Philip Bosco'],Paramount Pictures,$10.5 million,10.5,$37 million ( rentals ),37.0,7.2,80.0,8.0
497.0,3581.0,Invader Zim: Enter the Florpus,Animation / Science Fiction,"August 16, 2019",71.0,7.5,English,Movie,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","France, Canada, United States, Spain","July 7, 2021",2014,PG-13,90 min,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,492.0,496.0,6584.0,Children of a Lesser God,1987.0,BEST PICTURE,Burt Sugarman and Patrick Palmer. Producers,0.0,Randa Haines,['Children of a Lesser God'. 'by Mark Medoff'],['William Hurt'. 'Marlee Matlin'. 'Piper Laurie'. 'Philip Bosco'],Paramount Pictures,$10.5 million,10.5,$37 million ( rentals ),37.0,7.2,80.0,8.0
498.0,3630.0,Otherhood,Comedy,"August 2, 2019",100.0,6.1,English,TV Show,Cat People,NA,NA,NA,"July 7, 2021",2021,TV-14,1 Season,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",493.0,496.0,6606.0,Children of a Lesser God,1987.0,WRITING (Screenplay Based on Material from Another Medium),Hesper Anderson. Mark Medoff,0.0,Randa Haines,['Children of a Lesser God'. 'by Mark Medoff'],['William Hurt'. 'Marlee Matlin'. 'Piper Laurie'. 'Philip Bosco'],Paramount Pictures,$10.5 million,10.5,$37 million ( rentals ),37.0,7.2,80.0,8.0
499.0,4171.0,Polar,Action,"January 25, 2019",118.0,6.3,English,Movie,Clash,Pascal Atuma,"Omoni Oboli, Brian Hooks, Stephanie Linus, Merlisa Determined, Pascal Atuma, Derel Isaac, Naima Sundiata, Chealse Howell, Dashawn Francis, Percy Anane-Dwumfour",NA,"July 7, 2021",2020,TV-MA,87 min,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",494.0,652.0,5227.0,Chinatown,1975.0,ACTOR,Jack Nicholson,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
500.0,4387.0,The Princess Switch,Romantic comedy,"November 16, 2018",101.0,6.0,English,TV Show,Dogs,NA,NA,United States,"July 7, 2021",2021,TV-PG,2 Seasons,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",495.0,652.0,5236.0,Chinatown,1975.0,ACTRESS,Faye Dunaway,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
501.0,4492.0,Derren Brown: Sacrifice,Mentalism special,"October 19, 2018",49.0,7.1,English,Movie,Major Grom: Plague Doctor,Oleg Trofim,"Tikhon Zhiznevskiy, Lyubov Aksyonova, Alexei Maklakov, Aleksandr Seteykin, Sergei Goroshko, Dmitriy Chebotarev, Mikhail Evlanov, Oleg Chugunov, Vitali Khayev, Anton Bogdanov, Nikita Kologrivy, Yuriy Nasonov",NA,"July 7, 2021",2021,TV-MA,138 min,"Action & Adventure, International Movies","When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",496.0,652.0,5244.0,Chinatown,1975.0,ART DIRECTION,Art Direction: Richard Sylbert. W. Stewart Campbell. Set Decoration: Ruby Levitt,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
502.0,4645.0,Reversing Roe,Documentary,"September 13, 2018",99.0,7.5,English,Movie,Mama Drama,Seyi Babatope,"Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shaffy Bello, Adunni Ade, Chinyere Wilfred, Olive Emodi, Rekiya Attah, Opeyemi Ayeola",NA,"July 7, 2021",2020,TV-MA,105 min,"Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",497.0,652.0,5249.0,Chinatown,1975.0,CINEMATOGRAPHY,John A. Alonzo,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
503.0,4762.0,Father of the Year,Comedy,"July 20, 2018",94.0,5.2,English,Movie,Tango With Me,Mahmood Ali-Balogun,"Genevieve Nnaji, Joseph Benjamin, Joke Silva, Tina Mba, Ahmed Yerima, Bimbo Manuel, Sade Alder-Hayes",Nigeria,"July 7, 2021",2010,TV-14,104 min,"Dramas, International Movies, Romantic Movies",A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.,498.0,652.0,5254.0,Chinatown,1975.0,COSTUME DESIGN,Anthea Sylbert,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
504.0,999.0,Searching for Sheela,Documentary,"April 22, 2021",58.0,4.1,English,TV Show,The Mire,Jan Holoubek,"Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek",Poland,"July 7, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",499.0,652.0,5260.0,Chinatown,1975.0,DIRECTING,Roman Polanski,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
505.0,3519.0,"Hello Privilege. It's Me, Chelsea",Documentary,"September 13, 2019",64.0,4.4,English,TV Show,The War Next-door,NA,"Vanessa Bauche, Ana Layevska, Mark Tacher, Pascacio López, Elyfer Torres, Armando Said, Christian Vazquez, Marco León, Loreto Peralta, Isabella Patrón, Sara Isabel Quintero, Cecilia de los Santos Vargas",NA,"July 7, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",500.0,652.0,5276.0,Chinatown,1975.0,FILM EDITING,Sam O'Steen,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
506.0,8301.0,Porta dos Fundos: The First Temptation of Christ,Comedy,"December 3, 2019",46.0,4.6,Portuguese,Movie,Therapy,"Anurin Nwunembom, Musing Derrick","Richard Mofe-Damijo, Ireti Doyle, Ermelinde Simo Sakah Jing, Alenne Menget, Syndy Emade, Lucie Memba Boss, Neba Godwill Awantu, Otia Vitalis, Flora Ndula Obassi, Merits Kayla",NA,"July 7, 2021",2020,TV-PG,85 min,"Dramas, International Movies",A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.,501.0,652.0,5285.0,Chinatown,1975.0,MUSIC (Original Dramatic Score),Jerry Goldsmith,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
507.0,5278.0,#REALITYHIGH,Comedy,"September 8, 2017",99.0,5.2,English,Movie,This Little Love Of Mine,Christine Luby,"Saskia Hampele, Liam McIntyre, Lynn Gilmartin, Craig Horner",Australia,"July 7, 2021",2021,TV-G,92 min,"International Movies, Romantic Movies",A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,502.0,652.0,5299.0,Chinatown,1975.0,BEST PICTURE,Robert Evans. Producer,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
508.0,3536.0,American Factory: A Conversation with the Obamas,Aftershow / Interview,"August 21, 2019",10.0,5.2,English,Movie,Three Thieves,Udoka Oyeka,"Koye Kekere Ekun, Shawn Faqua, Frank Donga, Lucianne Akpabio, Shaffy Bello, Angel Unigwe, Kalu Ikeagwu, Enado Odigie, Wofai Egu Ewa, Eric Obinna",NA,"July 7, 2021",2019,TV-14,108 min,"Comedies, International Movies","Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels.",503.0,652.0,5314.0,Chinatown,1975.0,SOUND,Bud Grenzbach. Larry Jost,0.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
509.0,1664.0,Dolly Parton's Christmas on the Square,Christmas musical,"November 22, 2020",98.0,5.2,English,Movie,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore","July 6, 2021",2019,TV-MA,95 min,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,504.0,652.0,5320.0,Chinatown,1975.0,WRITING (Original Screenplay),Robert Towne,1.0,Roman Polanski,NA,['Jack Nicholson'. 'Faye Dunaway'. 'John Hillerman'. 'Perry Lopez'. 'Burt Young'. 'John Huston'],Paramount Pictures,$6 million,6.0,$29.2 million,29.2,8.2,92.0,99.0
510.0,3828.0,Still Laugh-In: The Stars Celebrate,Variety show,"may 14, 2019",60.0,5.2,English,TV Show,Ask the StoryBots,NA,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,"July 6, 2021",2019,TV-Y,3 Seasons,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",505.0,872.0,1104.0,Citizen Kane,1942.0,ACTOR,Orson Welles,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
511.0,1978.0,Dolly Kitty and Those Twinkling Stars,Drama,"September 18, 2020",120.0,5.4,Hindi,TV Show,Between,NA,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,"July 6, 2021",2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",506.0,872.0,1120.0,Citizen Kane,1942.0,ART DIRECTION (Black-and-White),Art Direction: Perry Ferguson. Van Nest Polglase. Interior Decoration: Al Fields. Darrell Silvera,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
512.0,2056.0,Freaks: You're One of Us,Supernatural drama,"September 2, 2020",92.0,5.4,German,TV Show,Chelsea,NA,NA,United States,"July 6, 2021",2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",507.0,872.0,1136.0,Citizen Kane,1942.0,CINEMATOGRAPHY (Black-and-White),Gregg Toland,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
513.0,1897.0,�l�t?r�,Crime drama,"October 2, 2020",106.0,5.5,English,TV Show,Code Lyoko,NA,"Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux","France, Belgium","July 6, 2021",2007,TV-Y7,4 Seasons,Kids' TV,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.",508.0,872.0,1151.0,Citizen Kane,1942.0,DIRECTING,Orson Welles,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
514.0,1219.0,Yes Day,Comedy,"March 12, 2021",86.0,5.7,English,TV Show,Colony,NA,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter",United States,"July 6, 2021",2018,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.",509.0,872.0,1167.0,Citizen Kane,1942.0,FILM EDITING,Robert Wise,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
515.0,3963.0,15 August,Comedy-drama,"March 29, 2019",124.0,5.8,Marathi,TV Show,Cuckoo,NA,"Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith",United Kingdom,"July 6, 2021",2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",510.0,872.0,1176.0,Citizen Kane,1942.0,MUSIC (Music Score of a Dramatic Picture),Bernard Herrmann,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
516.0,4658.0,Sierra Burgess Is a Loser,Romantic comedy-drama,"September 7, 2018",105.0,5.8,English,TV Show,Derry Girls,NA,"Saoirse-Monica Jackson, Nicola Coughlan, Louisa Harland, Jamie-Lee O'Donnell, Dylan Llewellyn, Tara Lynne O'Neill, Kathy Kiera Clarke, Tommy Tiernan, Ian McElhinney, Siobhan McSweeney",United Kingdom,"July 6, 2021",2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies","Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",511.0,872.0,1212.0,Citizen Kane,1942.0,OUTSTANDING MOTION PICTURE,Mercury,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
